Дата продажи,Регион,Тип светильника,Количество проданных единиц,Цена за единицу,Общая стоимость,Тип продажи,Оценка товара,Способ получения
2024-08-14,Московская область,люстры,5,773.22,3866.1,онлайн,2,самовывоз
2024-12-21,Москва,люстры,5,1690.77,8453.85,онлайн,1,курьер
2024-12-19,Москва,настольные лампы,1,7859.58,7859.58,оффлайн,1,самовывоз
2024-02-25,Москва,торшеры,10,1063.02,10630.2,онлайн,3,самовывоз
2024-02-03,Московская область,настольные лампы,2,7932.52,15865.04,онлайн,5,самовывоз
2024-04-04,Московская область,настольные лампы,2,1882.79,3765.58,оффлайн,5,курьер
2024-06-29,Москва,торшеры,10,2797.31,27973.1,онлайн,1,почта
2024-01-08,Москва,люстры,5,2131.85,10659.25,онлайн,1,самовывоз
2024-09-15,Московская область,настенные светильники,10,2258.69,22586.9,онлайн,2,курьер
2024-07-13,Московская область,люстры,9,2661.77,23955.93,онлайн,3,самовывоз
2024-08-26,Москва,торшеры,3,5210.25,15630.75,оффлайн,3,почта
2024-01-21,Москва,настенные светильники,8,1599.36,12794.88,оффлайн,4,почта
2024-06-08,Московская область,люстры,9,4369.18,39322.62,оффлайн,2,самовывоз
2024-08-31,Московская область,люстры,1,9987.87,9987.87,оффлайн,1,курьер
2024-08-12,Москва,настольные лампы,3,4250.71,12752.13,онлайн,2,самовывоз
2024-07-05,Москва,настенные светильники,4,6152.13,24608.52,оффлайн,1,самовывоз
2024-08-05,Московская область,настенные светильники,10,6139.67,61396.7,оффлайн,3,курьер
2024-12-07,Московская область,потолочные светильники,9,3149.46,28345.14,оффлайн,1,самовывоз
2024-05-08,Московская область,потолочные светильники,4,6469.52,25878.08,онлайн,1,самовывоз
2024-01-28,Москва,потолочные светильники,1,9734.69,9734.69,оффлайн,5,почта
2024-06-16,Москва,настенные светильники,10,6420.71,64207.1,онлайн,5,курьер
2024-08-26,Москва,настенные светильники,8,5157.38,41259.04,оффлайн,5,курьер
2024-10-03,Москва,настольные лампы,7,8861.19,62028.33,онлайн,4,курьер
2024-06-10,Московская область,потолочные светильники,8,841.82,6734.56,онлайн,5,почта
2024-06-04,Москва,потолочные светильники,7,1777.64,12443.48,оффлайн,4,самовывоз
2024-10-18,Московская область,торшеры,9,5936.0,53424.0,оффлайн,5,самовывоз
2024-09-16,Москва,потолочные светильники,5,5199.57,25997.85,оффлайн,5,почта
2024-06-29,Московская область,настенные светильники,1,767.4,767.4,онлайн,2,курьер
2024-06-27,Москва,настенные светильники,7,1424.83,9973.81,оффлайн,3,курьер
2024-06-28,Москва,люстры,4,2728.91,10915.64,оффлайн,5,самовывоз
2024-12-18,Москва,настенные светильники,2,3707.15,7414.3,онлайн,5,курьер
2024-01-20,Московская область,потолочные светильники,10,5390.22,53902.2,оффлайн,3,самовывоз
2024-12-22,Московская область,торшеры,1,9864.77,9864.77,оффлайн,5,курьер
2024-06-14,Москва,потолочные светильники,2,7063.21,14126.42,онлайн,3,курьер
2024-09-14,Московская область,люстры,10,3345.45,33454.5,оффлайн,2,курьер
2024-11-21,Москва,торшеры,4,3229.88,12919.52,онлайн,3,почта
2024-07-24,Москва,торшеры,2,7318.22,14636.44,онлайн,5,курьер
2024-05-19,Москва,торшеры,9,5015.05,45135.45,онлайн,3,самовывоз
2024-11-29,Московская область,торшеры,5,4612.65,23063.25,оффлайн,2,курьер
2024-07-24,Московская область,торшеры,9,4805.67,43251.03,онлайн,1,почта
2024-12-26,Москва,торшеры,8,2523.05,20184.4,оффлайн,3,почта
2024-09-29,Московская область,торшеры,1,5461.56,5461.56,оффлайн,4,самовывоз
2024-05-03,Москва,настенные светильники,7,4397.47,30782.29,онлайн,2,курьер
2024-05-16,Московская область,люстры,5,7025.12,35125.6,онлайн,4,самовывоз
2024-02-28,Москва,люстры,1,2833.07,2833.07,оффлайн,4,курьер
2024-10-13,Московская область,потолочные светильники,1,2418.91,2418.91,оффлайн,2,самовывоз
2024-05-12,Московская область,торшеры,3,6620.79,19862.37,онлайн,4,самовывоз
2024-01-29,Москва,настенные светильники,10,3330.8,33308.0,онлайн,4,курьер
2024-12-09,Москва,потолочные светильники,3,2742.39,8227.17,онлайн,5,почта
2024-10-24,Московская область,потолочные светильники,2,2761.73,5523.46,онлайн,3,курьер
2024-10-26,Московская область,люстры,7,2571.08,17997.56,онлайн,2,самовывоз
2024-05-20,Московская область,потолочные светильники,5,8697.55,43487.75,онлайн,4,почта
2024-07-10,Москва,настенные светильники,9,4525.92,40733.28,онлайн,3,самовывоз
2024-07-04,Московская область,настенные светильники,5,700.2,3501.0,онлайн,1,почта
2024-12-09,Москва,настенные светильники,9,4154.56,37391.04,оффлайн,1,почта
2024-05-01,Московская область,потолочные светильники,1,9143.0,9143.0,оффлайн,3,курьер
2024-02-16,Москва,настенные светильники,4,8664.46,34657.84,онлайн,4,почта
